web-scraper-order,web-scraper-start-url,Date,Tourist_Home_Location,Scrape_Tagline,Scrape_Review_Text
"1733315923-1121","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1680-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 December 2015","London, UK","Just Okie","Overhyped...Nothing to enjoy.you just keep walking...all shops are same as you find anywhere else also.....Lower bazaar is much better"
"1733315923-1122","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1680-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 December 2015","Gurugram (Gurgaon), India","time pass for a nice walk","I will not call it a must visit spot but yes it is a good time pass. Our hotel was very close to the mall road and hence we had an evening walk. There are some decent shops for clothes. I did not see many food shops though ."
"1733315923-1123","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1680-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 8 December 2015","7 contributions","Good place to chill out!!","Forgot something while packing for Shimla..  No worries as Mall Road has outlets of some of the leading fashion brands and that too at similar prices like anywhere else.. Also number of good restaurants,  cafes etc to hangout..  Jst be careful not to carry eatables on road or you may risk being snatched at by monkeys!!, Rest.. Take it easy :)"
"1733315923-1124","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1680-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 December 2015","Sydney, Australia","Same Ol Grand Feel","Go there for witnessing a fusion of 1860s architecture with modern merchandising. Great street food. Do not forget to walk down to lower bazaar or up the stairs to the ridge. Combermere is the hotel to be at to enjoy the mall at fullest. If you have a heavy pocket, try out The Clarks."
"1733315923-1125","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1680-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 December 2015","Qld, Australia","Great shopping","There are some great bargains to be had in the many shops. The main square is a great place to sit and watch the local characters go about their daily activities."
"1733315923-1126","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1680-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 December 2015","Chandigarh, India","Nice walking place","That's the main attraction of Simla for walking, talking, shopping and eating. Nice attractions of scenes arround."
"1733315923-1127","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1680-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 December 2015","Jaipur, India","Nothing more then a market.","A good place to spend evening.  BT donr have any point from where we can get a good view. Surrounded by shops and showrooms. If u are accompanied by a local person only then u can get to know that which place have a good view with a good food."
"1733315923-1128","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1680-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 6 December 2015","Singapore, Singapore","Lots n lots of shops","Walk up & down the Mall road & try the elevator.  Lots of shopping on the way.  You will see a lot of people just sitting in the sun on the benches provided along the road."
"1733315932-1129","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1670-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 23 December 2015","5 contributions","The Mall","A totally different way to shop for a city person like me. U take a nice walk down the road and explore the city with some important and old places around. There is a combination of old shops with new ones. A nice place in the end to pass good time."
"1733315932-1130","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1670-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 December 2015","Mumbai, India","Good knick knack stuff for all, right from the caps to small soveniers made out of wood. Also try some woolens.","Mall road is one of the best shopping experience, where you can try your all bargaining skills to get the best deal out of anything,"
"1733315932-1131","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1670-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 December 2015","Mumbai, India","Mall road","Amazing place, you dont need any guide for roaming in this place.....many hotels located nearby...nice place can spend good amount of time shopping and eating"
"1733315932-1132","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1670-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 December 2015","National Capital Territory of Delhi, India","nice place","it's very nice place to roam around and always good to be there. specially when it's snowfall at mall road."
"1733315932-1133","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1670-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 December 2015","Kottayam, India","Perfect Shopping Location","The Mall street is a perfect shopping location and an awesome hangout location at Shimla. The street is a single stretch which has everything. Shops, restaurants, banks, textiles, branded showrooms and everything else in both the sides of street. This is a great model which needs to be replicated in all the cities, as a single space for shopping and especially - without allowing vehicles to enter. Separate parking spaces for vehicles btw. Enjoyed the time there."
"1733315932-1134","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1670-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 December 2015","St. Albans, UK","Busy, lots to see","can get very busy, but there is a lot to see. lots of shops to go into and had good fun bartering with the shop keepers to get the best prices. I brought a lot of items for good value. Worth a trip!"
"1733315932-1135","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1670-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 December 2015","Noida, India","congested!!","it used to be a pleasure to walk on the Mall road once upon a time, but now, one has to almost fight  ones walk up and down!!Its more congested then any Mall Road in India.Besides this the amount of concrete jungle that has come up is shocking and that too such precariously made buildings....in fact its scary to see them!!"
"1733315932-1136","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1670-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 14 December 2015","New Delhi, India","Heart of the City","the lifeline of shimla city, this one stretch has it all. from food joints to brand showrooms to buying local knick knacks."
"1733315932-1137","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1670-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 December 2015","42 contributions","Hustle bustle","The mall is very beautiful and famous in himachal and shimla. And ghanta ghar is its soul string. You can shop here ,eat here walk around. Nice but crowdy place. And there you will find film shooting point where many film scan are taken. Good"
"1733315932-1138","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1670-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 December 2015","Ahmedabad, India","walk without worry..","no vehicles allowed on mall road so one can walk without worrying about vehicles but sometimes its difficult for old age people as its very big..stuff is ok type as you can find it anywhere also nothing special..street food was really good.."
"1733315943-1139","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1660-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 December 2015","Bengaluru, India","Disappointing!","Very crowded place with nothing much on offer. Lots of tourists and touts flocking around together. Nothing attractive about the place."
"1733315943-1140","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1660-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 December 2015","Srinagar, India","The Mall Mall road","A lot of shops selling similar products. you need to take to elevators to go up. You pay 10 rupees per person for the elevator. Prices are a bit high and ones needs to bargain"
"1733315943-1141","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1660-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 December 2015","Kharar, India","Nice Place Bust Always","The Mall is just a path having Hotels and shops around. This place remains busy all the day. You can roam here and can enjoy food also."
"1733315943-1142","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1660-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 December 2015","mumbai","a place where you can do good shopping especially for ladies","nice place where you can get everything in one roof. there are many eatery joints and many shops where one can do effective and reasonable price shopping"
"1733315943-1143","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1660-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 December 2015","New Delhi, India","The Mall Road!!!","Mall Road is the busiest place of the Shimla. Full of travellers. Evening time witness great rush of tourists spending time shopping & eating over there. The Mall Road has most of the famous eating joints like KFC, Pizza Hut, Dominos, Indian Coffee House etc along with showrooms for clothes and banks with ATMs."
"1733315943-1144","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1660-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 December 2015","24 contributions","Beautiful place bubbling with happiness","It's a place to be, one of the nicest mall roads ever in India
There is nothing that cannot be found here.. Beer served on rooftop cafes, bakery are a rage, hot soups, spicy burger like cholekulcha ... This place is a must visit for every traveler !!!"
"1733315943-1145","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1660-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 December 2015","Chester, UK","Interesting","For a unique shopping experience, it would be difficult to find anything quite like the Mall at Shimla. Food, clothing, tourist stuff....it's all here, and worth a visit."
"1733315943-1146","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1660-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 December 2015","New Delhi, India","love the mall area when its less crowded","I like the shimla mall since it has old memories attached to it. there is an old world, British essence to this place. unfortunately it is super crowded with tourists nw, though for the amount of rush they have managed to keep the mall road clean. no plastic bags are allowed, there is a fat fine on littering and smoking in public. 

there are a lot of monkeys - so when u r walking around with snacks / ice cream - be a little careful. 

there is krishna bakery at the mall road - try Kurkis from them.. and chicken momos..

there is a small flea market sometimes that takes place behind the church - that was a fun find.. 

if u r looking for adventure - go watch a movie at Ritz cinema hall behind the Shimla Church :)

if the weather permits, i could sit here an entire day, sip coffee from ccd / barista, buy a magazine, observe the passers by and tourists and eat momos and candy floss.. 

will see u soon for the 300th time, shimla mall :)"
"1733315943-1147","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1660-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 25 December 2015","384 contributions","A lovely place to get a feel of Shimla","Mall Road is the main street in Shimla, the capital city of Himachal Pradesh, India. Constructed during British colonial rule, the Mall road is located a level below the ridge. The offices of municipal corporation, fire service, and police headquarters are located here. Automobiles, except emergency vehicles are not allowed on this road. For this reason, the locals — and tourists(including Indian and foreign) — are often found strolling on this road in the evenings.
Mall road has a number of showrooms, department stores, shops, restaurants and cafes. A Himachal emporium that offers handicraft products of Himachal Pradesh like locally designed woollen cloths, branded cloths, pottery items, and jewellery is also located here. There are at least three books shops including one that sells old books."
"1733315943-1148","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1660-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 24 December 2015","Hyderabad, India","Normal village road with some showroom and hotels .","We visited this place with lot of expectations and thaught of seeing a road with heritage hotels , structure and some pollution free and excellent road. But was fully disappointed  with the reality it's normal any village road only good thing found benches to sit and some view points there. The showroom and shops are nothing special .

Good walk but nothing special."
"1733315954-1149","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1650-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 December 2015","126 contributions","Very good stuff and the market","The market is located on the hill. One has to take the lift. Two lifts are available and nit much of a queue down. One can easily find the parking below as there a lot of parking lots nearby. Mall is quite clean and has benches for the visitors. Well maintained, although the shops are a bit overpriced. One can find the economical stuff in the market downstairs."
"1733315954-1150","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1650-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 December 2015","760 contributions","Not a great Mall road","Need to take elevator to this road.

Shops are old and not much variety available.

Few dhabas / restaurants.

Just a place to go for a walk n to shop for some local stuff."
"1733315954-1151","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1650-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 December 2015","Singapore, Singapore","not to be missed when in shimla!!","Planned a trip to Shimla for Christmas… Mall was lively and vibrant with people all around… the weather was awesome… you can do all sorts of shopping (branded and non-branded)…  specially winter wear of all kinds are available.. Shimla festival was also underway.. so got to see some live performances.. don’t miss Aunty’s momos if you are der… Ridge area offers a beautiful view of the valley wid d church in the background… parking is an issue during peak season.. a lot of walking required so they offer pram for kids.. for adults you can take a lift from the parking area which is convenient for senior citizens.. ridge area has some good food joints.. overall not a place to miss if you r in Shimla"
"1733315954-1152","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1650-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 December 2015","Kanpur, India","Popular shopping area","The Mall is the most popular shopping area in Shimla. Most of the tourists in Shimla are found flocking this area. It is best to just walk in the Mall rather than using a vehicle. You have restaurants, roadside eating places and shops for buying local stuff, everything."
"1733315954-1153","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1650-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 December 2015","Mizoram, India","Colonial Legacy","Mall roads are generally found in all Colonial era canttonments. They were mainly bazaars exclusively for the Angrez (Whites) and out of bound for local populace except for the shop keepers. Today, The mall road of Shimla is a traffic free crowded heritage walk which offers everything from shopping to eateries to horse ride. Do not miss the climb to the Hanuman Temple nearby which is a 20 min walk for fitness freaks"
"1733315954-1154","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1650-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 December 2015","Sydney, Australia","A good walk around road","The main attraction of the city is mall road..as the motor vehicles are banned on it except emergency vehicles so you can enjoy the walk all day around...the key spots to visit on mall road are scandal point, church, city library, ridge, and variety of shops on the road....uphill you can have view of jakhu temple and beautiful landscapes..."
"1733315954-1155","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1650-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 December 2015","51 contributions","Visit at night","Shopping spot in Shimla, for better experience visit this place at night. In normal days it will close around 10PM"
"1733315954-1156","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1650-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 December 2015","Mumbai, India","shopping","shopping extravaganza lots to walk but worth it lots of restaurants and joints to eat good crowd and amazing climate"
"1733315954-1157","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1650-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 December 2015","Sirsa, India","An Evening in SHIMLA","Yes, An Evening in Shimla..... If you are in Shimla, you must spent an evening in Shimla wandering on the Mall Road and you will feel that you are always short of time to explore the Mall Road. There are lots of shops to visit, lots of restaurants/canteens/fast food centre/bakeries to visit. There is a number of shops for the people of different tastes and ages. One can easily spend 5-6 hours on the Mall Road wandering here and there and doing nothing. A must visit place in Shimla."
"1733315954-1158","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1650-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 December 2015","Doha, Qatar","Street Shopping","Great place to checkout some authentic Himachali stuff, including some fruits that you have never seen in before. Even street food is worth the try."
"1733315965-1159","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1640-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 January 2016","35 contributions","A walk to remeber","Nice place must visit once in shimla a very long road having nice RESTAURANTS 

Many local shops with local hand made stuffs...

Awesome  PANORAMIC city view especially during sunset..and in twilight 

MUST TRY LOCAL DRESS PHOTOGRAPHY HERE THEN ANYWHERE ELSE IN HIMACHAL ..have variety of option to choose from and have nice BACKGROUD...

Local people also provide  baby strollers. At min prise have it and walk freely enjoy  the beauty of nature....

Go downtown from mall road when it turns to see real local and cheap market and enjoy local food there..."
"1733315965-1160","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1640-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 January 2016","9 contributions","Must Visit place in Shimla","Mall road is one of the highest point in Shimla. You may take various paths to reach this place or you can take the Himachal Tourism Lift (need to buy tickets) to reach mall road. During peak season, the waiting time to board the lift could be very high. Evening is a favorable time to visit this place. You can also buy souvenirs as this place is basically a shopping street. Eating options are also available. You would also get a nice city view from here.
It may get very chill during winter evenings hence proper warm clothes are recommended."
"1733315965-1161","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1640-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 January 2016","Gurugram (Gurgaon), India","Mix of old and new world","Mall road once which had old family run shops, bakeries etc... is now host to most of the branded outlets ... Worth visiting mall road is Hotel Combermere for Continental and Italian food ... Sai bakery for soups and bakery items"
"1733315965-1162","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1640-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 January 2016","Chennai (Madras), India","Morning walk at the Mall","I went through the two lifts to the Mall road and the Ridge. There was less crowd as it was 9 am in the morning. The views from the ridge was very good at one side the snow clad mountains slightly far away and on the other side, the shimla town with buildings. I took the heritage walk and got lost after a 1 km and ended up at the dead point. There could be more sign boards along the heritage walk with directions."
"1733315965-1163","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1640-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 January 2016","New Delhi, India","The similar one","This is once again the similar one masoori as kasauli as Manali, nothing different, one specific fries shop and one Krishna bakrey was good over there can go for momos over Krishna bakrey rest all normal like many other mall."
"1733315965-1164","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1640-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 January 2016","Jaipur, India","Excellent Place to Visit","The Mall is the main market of Shimla and its the life line of the city. You will get excellent stuffs here and also got great view of the valley. Many historical and important place are at the mall road.Its highly recommended place to visit. We had excellent new year eve this year."
"1733315965-1165","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1640-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 January 2016","Mahabalipuram, India","Clean and Less Noisy","Had visited Shimla for spending New Year... Actually there is less places to see in Shimla and almost all of them are overcrowded and noisy..  But this one place is completely different as it is located at a certain height and vehicles are not allowed inside..  So it's a complete enjoyment for shopaholics... But do carry some extra cash as this place is quite costly..."
"1733315965-1166","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1640-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 January 2016","11 contributions","Should visit","Mall road should not be missed when visiting Shimla. The place is usually packed with tourists but this is the main market of Shimla, so it's expected to be filled with tourists more than the locals. You could enjoy a relaxing walk here while enjoying the views of the valley. There are also many eateries where you could stop by to have light snacks or a meal."
"1733315965-1167","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1640-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 31 December 2015","New Delhi, India","One of the best mall road","No doubt Shimla has become very crowded and there are issues of parking etc but once you are done with all this, 'Mall Road"" is one place where you can enjoy like anything. 

It is one of the best mall road amongst all the hill stations with plenty of shopping option, loads of bakeries etc and once can easily spend 3-4 hours there.

Popular fast food chains like Dominos, Pizza Hut, KFC are also there along with popular bakeries.

The place is always bustling with people and there is no vehicle allowed on the Mall road. Hence a delight for tourist and pedestrians. Also the place is very clean."
"1733315965-1168","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1640-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 December 2015","New Delhi, India","Lively atmosphere","It was a wonderful experience at The Mall.Atmosphere was very lively. Shim la carnival was going on.  Enjoyed."
"1733315976-1169","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1630-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 January 2016","Gurugram (Gurgaon), India","Mall road is a very Happy Place","Bustling with Tourists and Shops selling nice items along with lot of eateries .. The mall road had it all. I absolutely loved it !"
"1733315976-1170","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1630-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 January 2016","Tiruchirappalli, India","Good","A good place for shoppers.you can walk for a loong stretch without any traffic.cant forget the hot street side jilebis.got lots of winter gears at good price"
"1733315976-1171","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1630-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 January 2016","New Delhi, India","Lovely place","The mall road is one where you have good food good fun and toddlers love it...there are monkeys ...the shopping is good and the view is lovely ...a cheerful place"
"1733315976-1172","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1630-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 8 January 2016","13 contributions","Mall I True Sense","Fresh air, a touch of British flair, people with good fashion sense and lots of heritage buildings.... these are some of the things that you will encounter on The Mall Road, Shimla. I visit this place regularly and can claim that no other 'commercial mall' can come close to the experience of roaming on the Mal Road. There are lots of restaurants which serve delicious cuisines...there are couple of Chinese shoes shops which are still in business and one can try the real Chinese shoes here. Gaiety theatre is a must visit for people who love their history.. Best thing to do on a sunny day is to grab a drink (hot or cold but non alcoholic) and sit on the stairs of town hall and look around..its a great time pass while you soak the SUN. Beware of the monkeys and don't mess with locals...enjoy responsibly..."
"1733315976-1173","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1630-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 January 2016","Germantown, MD","Great place to experience the essence of Shimla","Tourist hub of the town - great place to soak up the atmosphere of Shimla and walk to the Lakad bazzar. Great view of the church and Hanuman statue from here."
"1733315976-1174","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1630-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 January 2016","Solana Beach, CA","really awsome","Mall Road is the main street in Shimla, the capital city of Himachal Pradesh, India. Constructed during British colonial rule, the Mall road is located a level below the ridge. The offices of municipal corporation, fire service, and police headquarters are located here. Automobiles, except emergency vehicles are not allowed on this road. For this reason, the locals — and tourists(including Indian and foreign) — are often found strolling on this road in the evenings.

Mall road has a number of showrooms, department stores, shops, restaurants and cafes. A Himachal emporium that offers handicraft products of Himachal Pradesh like locally designed woollen cloths, branded cloths, pottery items, and jewellery is also located here. There are at least three books shops including one that sells old books."
"1733315976-1175","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1630-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 6 January 2016","Gurugram (Gurgaon), India","Like every hill station!","The mall is the quintessential street of every hill station.  The mall road in Shimla is no exception.  You can take a lift from Carter road to avoid walking all the distance. It has local shopping and few good restaurants . We had lunch at Cafe Sol and it was really good!"
"1733315976-1176","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1630-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 5 January 2016","New Delhi, India","Mall road is great always","It is nice to walk over Mall road, sit back and relax the chill of Shimla if you are going in winters. After snowfall, mall road looks more attractive. Enjoy road side food while walking :-)"
"1733315976-1177","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1630-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 5 January 2016","Chennai (Madras), India","Good place to enjoy","Nice play for honey moon couples. You will surely enjoy the place. Nice mountain view, different kinds of fruits. Nice walking place. Complete view of Shimla from the church."
"1733315976-1178","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1630-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 5 January 2016","Noida, India","Heavily Crowded","This place is heavily crowded. Not much to see here. You need walk a long distance for everything arround."
"1733315985-1179","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1620-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 16 January 2016","New Delhi, India","very busy","this place is full of tourist and visitors even in the evening. go and indulge in a bit of shopping and lot of travelling,"
"1733315985-1180","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1620-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 January 2016","San Diego, CA","Jannat","It's a place where you can have a variety of choices for everyone. Shops, handicrafts, delicatessen, chai, people and animals. It's a the best combination to have a sneak view of the Shimla's touch."
"1733315985-1181","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1620-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 January 2016","Dehradun, India","Good for shopping but overcrowed.Food available though little costly.Good area to pass your time and do window shopping.","We did visit shopping area at The mall on all 3 days of our stay since there was not much to do in the hotel and after local sight seeing it was good place for relaxation and eat roadside snacks since children like such things."
"1733315985-1182","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1620-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 13 January 2016","Stoke-on-Trent, UK","An experience!","You must go, if in the area.  An eye-opener - all types of shops and other services are available there"
"1733315985-1183","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1620-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 13 January 2016","New Delhi, India","Overrated","Heard a lot about Mall Road but when I was there it just felt like any crowded market of Delhi.. Some guys teasing girls in front of policemen... Nothing was done..."
"1733315985-1184","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1620-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 January 2016","New Delhi, India","A shadow of the times!","The time of the Mall of Shimla is over. What is left now, is remembrances and shadows of its time that once was! From being the archetypal high street its truly pedestrian now, in many more ways than literal!"
"1733315985-1185","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1620-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 January 2016","Seattle, WA","Most happening place in shimla","The best place to just hang out , shop , have food meet people enjoy the weather and view. The place to be in shimla. 
Night view is amazing."
"1733315985-1186","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1620-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 11 January 2016","New Delhi, India","best part of Shimla","great shops for shopping ...pubs ..bars restaurants ..lot of crowd from Delhi n Chandigarh ...had lot of fun on the new year eve..31st .."
"1733315985-1187","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1620-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 10 January 2016","Brampton, Canada","Every couple should visit the mall Shimla,  'Come fall in love'","Mall Road Shimla has all the ingredients required to fall in love with your companion. It's so mesmerising a place that you are helpless. Just come here with your love and all will happen by itself."
"1733315985-1188","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1620-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 January 2016","New Delhi, India","I belive the mall road in Shimla is bigger than Masuri and Manali. But both the upper and down bazars are not good","The KFC and Dominos are both just few meters from top lift exit to bazar. We could shop very little in Shimla because I believe in comparison to Manali, Dharamshala and Masauri the market was not good for shoping and the shop keepers are not very good to tourists. I found nothing special or good for tourist. I came back all the way from upper bazar to lower bazar but finally decided to have some chicken from KFC. Unfortunately I tried the new Chizza or someting new like that. It was like ""basi Besa-pakoda"" that I did not liked then tried some regular chicken and that was also sub standard. Then I tried Dominos and finally I found something up to the mark."
"1733315996-1189","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or1610-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 January 2016","9 contributions","Excellent good shopping classic food and great view","Excellent good shopping classic food and great view . ridge is the main place where you can stay for hours having great view of the colonial Shimla can have a Great Walk on the heritage lane"
