web-scraper-order,web-scraper-start-url,Date,Tourist_Home_Location,Scrape_Tagline,Scrape_Review_Text
"1733318353-390","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or550-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 June 2016","Jagraon, India","Very crowded place","The Ridge is a large open space.it's famous for the various government function and fairs.we visit this place late evening.lights on.beautiful night 🌃 scene.many tourists visit this area,very crowded place.the most famous landmark of the Ridge is the Christ church ⛪."
"1733318353-391","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or550-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 June 2016","New Delhi, India","Identity of Shimla","Being the iconic place, ridge has become the identity of shimla. Must visit place. remember to click some pics here."
"1733318353-392","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or550-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 25 June 2016","7 contributions","Historic place, one must visit","This is the icon, the identity of Shimla at the Mall Road. Shimla trip starts from here. This place looks awsome during the night."
"1733318353-393","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or550-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 24 June 2016","National Capital Territory of Delhi, India","Must visit in Shimla","Most crowded place in Shimla. Visit to Shimla is not complete without having your photograph at ridge. Its like carnival during evening. Kids enjoy horse riding, games, food there. Mall road, Lakkar bazar is just adjacent to ridge."
"1733318353-394","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or550-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 24 June 2016","8 contributions","the true look of  a hill station","It is a large open compound that houses a church and a library. Adjoining is the lakkad bazzar where you can purchase things made of wood. Downside is the  Mall Road. The Ridge is the cultural hub of Shimla where you will the summer festival organised ( in summers). THe best place to dine in Mall and RIdge area is the Ashiana restaurant run by the HPTDC on the Ridge. Downside on the slope is the Scandal Point that joins MAll Road and the Ridge. Nothing special about it. People sit there and talk. In the middle there is lamp mast which is occasionally occupied by a policeman."
"1733318353-395","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or550-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 23 June 2016","6 contributions","Ausumn place with random shows going on","The place is really very cool and attractive. You will find people all around you enjoying and having fun. Musical shows starts at 6pm onwards on the Ridge, and keeps going for around 2-3 hours.
You get to see the Jaku Temple by standing at the Ridge itself. The view is mesmerizing and the Valley view is pretty cool. 
There are many shops where you can have refreshments like Coffee, Snacks, popcorn, Icecream, etc at reasonable price. 

Also, you can wear the traditional clothes near the valley view and get your pic clicked at Rs60 each for a 4x6 photo. They give you the photo in approx 20 mins itself.

You should must visit this place and enjoy the beauty of nature here."
"1733318353-396","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or550-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 23 June 2016","Toronto, Canada","over Hyped","100 m area with lot of crowd. Over priced horse ride , over priced food  . only good thing is view which you see from Ridge. maximum 20-30 mins"
"1733318353-397","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or550-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 June 2016","New Delhi, India","Cool","It always gives me immense pleasure whenever I'm here. I come here almost every couple of years. I have spent a valuable time at this place. It is quite close to heart."
"1733318353-398","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or550-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 June 2016","Basildon, UK","Nice views","The Ridge sits above and at the end of the Mall. Nice views across Shimla and of the Jaku temple above. Stop and have some refreshments in the Old Bandstand."
"1733318353-399","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or550-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 June 2016","Virar, India","Must Visit place in Shimla","Although we did not have much time to visit The Ridge, But I would advise all to visit this place and also thre is a lot of things to see there. It is a nice place to spend time with your family."
"1733318364-400","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or540-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 July 2016","Junagadh, India","Must visit early morning","One of the main attraction of Shimla. One should visit early morning around 7 and spend good an hour or two. At this time its less crowded and atmosphere is really good. It also good at evening time too."
"1733318364-401","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or540-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 6 July 2016","National Capital Territory of Delhi, India","Hart of Shimla....","The Ridge is located at the top of the mall road of Shimla and when you will reach at that place you will feel the real beauty of this place.
Ultimate Beautiful place , the Mall road of Shimla is also a very nice place"
"1733318364-402","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or540-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 6 July 2016","Sri Muktsar Sahib District, India","very nice","very nice inner view .first time i seen inside . very peace full. i prey in side first time.great experience."
"1733318364-403","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or540-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 5 July 2016","New Delhi, India","Nice place to visit during monsoons.","It's a landmark in Shimla's landscape. Shimla's history or portrait will  not be complete without the mention of this Christ church. It's  place to see and admire it's beauty."
"1733318364-404","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or540-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 July 2016","Mumbai","excellent place to sit & relaxe","The Ridge is just a very broad area near Mall Road where you can sit, relaxe, watch others, eat snacks & ice creams and enjoy the beauty of hills from one side and view of Mall Road from other side."
"1733318364-405","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or540-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 June 2016","New Delhi, India","Great Road to visit in the evening","We four people visit the mall road for some shopping ,really enjoy the view in January night from the top of hill with hot gulabjamun with ice cream ,take horse ride and here you can click some memorize photograph .
As i heared that this is crowed place but dont found any such crowd here ."
"1733318364-406","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or540-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 June 2016","Raigarh, India","No#1 in the List of All Type of Tourist","Once You'll be there, YOu'll find everything there for You. If You looking how to be calm place very very close to people, you can feel the same here."
"1733318364-407","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or540-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 June 2016","Pune, India","Great surrounding","Big open area, surrounded by hill, in front of Church and well connected to Mall. Relax for some time, enjoy the view, photos etc. Kids will also like the place, some activities like horse ride etc."
"1733318364-408","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or540-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 June 2016","New Delhi, India","Great for leisure time!","Ridge connects Mall Road to Lakkar Bazar and is the hub of social events in Shimla. Christ church is located here. There is a performance stage with seating arrangement. There is a Garden with entry fee of 5 Rs next to the Gaiety Theatre. The theater has regular shows that can be enjoyed at reasonable prices. Ridge is for those who love to enjoy leisure time amongst people and watch them. There are statues of Mahatma Gandhi and Indira Gandhi. One can enjoy one side of the valley view and view of Mall Road from above. Can be visited any time except in the chilling sun. The slope is 20 degrees uphill from the scandal point at Mall Road. There is a public convenience as one ascends from the scandal point."
"1733318364-409","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or540-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 June 2016","Panipat, India","A Beautiful but crowded area","It is a breath taking moment to visit the ridge. You can spend a quality time and enjoy camel and horse riding here. Very good place for children. The beautiful mountain view around, and the weather of the place is mind blowing"
"1733318374-410","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or530-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 23 July 2016","Dubai, United Arab Emirates","Awesome !!!","The ridge is an amazing place to be especially on a cold evening. The evening we were there it got a lil foggy and cold. The place with low visibility looked almost haunting."
"1733318374-411","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or530-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 July 2016","Mashobra, India","Life of Shimla","The Ridge is the hub and heart of shimla every evening. It's beautifully lit up every evening and has something for every age group."
"1733318374-412","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or530-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 July 2016","New Delhi, India","Nice View","Can be a nice visit especially in evenings with amazing views. Can spend entire day here enjoying views, walking all around with easy availability to snacks as well."
"1733318374-413","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or530-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 July 2016","43 contributions","Not so great","It seems to be very average, we have seen from outside only.
I did not find much use of this place.."
"1733318374-414","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or530-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 July 2016","Gurugram (Gurgaon), India","Very nice in the evening","We four people visit the mall road in december it is just a very broad area near Mall Road where you can relax, eat snacks and enjoy the beauty of hills"
"1733318374-415","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or530-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 July 2016","Gurugram (Gurgaon), India","Never fails you!!","Walks on the mall and ridge never bores you. its always crowded, loads of places to eat (though you must choose carefully) and a theatre too for people with taste n luck."
"1733318374-416","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or530-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 July 2016","Chandigarh, India","why to visit mall road?","Mall road is the most over-rated attraction in shimla.i have visited the city many times, but experience to visit this place is becoming increasingly horrible, especially you are with family & children. first, you don't get a parking near the lift to reach mall road. then, you stand in long queues- first to buy ticket for lift, then to enter the lift and then to enter second lift . oh, i forgot to mention ill- mannered people who want to enter lifts at any cost. once you reach mall road, all you find is- overcrowded road (difficult  even to walk) + fleecing touts & gift shops + overpriced poor quality food items & Chinese toys+ filth of ponies and menace of monkeys.last but not the least, repeat of horrible experience- this time to come down from mall road through the lifts. so, personally, i don't find a single reason to visit this place. if you have,, please share with me."
"1733318374-417","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or530-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 July 2016","Gurugram (Gurgaon), India","Splendid and Epoch-ly Charming!","The heart of Shimla, the Ridge is the place where you get to experience the true essence of Shimla. Flanked with high mountain views on one side and old British architecture on one side, the walk on the ridge is magical. Shimla is one of the places where the colonial charm still exists. The Old Christ Church, the library, the archaic Gaiety Theatre and the Gandhi Monument make you feel like you are in a Ruskin Bond's novel. The Ridge looks spectacular in winters when it is covered in the white sheen of snow. And it looks all the more stunning and romantic when it rains. The time spent at The Ridge is unforgettable."
"1733318374-418","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or530-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 10 July 2016","Gurugram (Gurgaon), India","Nice place","Interesting place in Shimla..colonial charm & space to roam about..of course with instant photographers at your heals as in all touristy places. Super view..A must in Shimla."
"1733318374-419","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or530-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 8 July 2016","Kolkata (Calcutta), India","The Ridge - Just Amazing","The Ridge : It can't be explain or describe literally.  It is the place where you can spent whole day.  Try to take hotels near ridge.  It is car free zone.  It is located in the heart of the city and is the main attraction of Shimla.  It is one of the world's most beautiful places."
"1733318383-420","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or520-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 July 2016","Phagwara, India","The Ridge","Its the main attraction in shimla, People go for a walk to the Ridge and see the natural beautiful attractions. There is also horse riding, a church and foody places."
"1733318383-421","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or520-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 July 2016","Pune, India","Nice place to walk","a nice place to walk in the evenings when the sun is out
a nice restaurant named aashiana is also very close to it"
"1733318383-422","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or520-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 July 2016","Mumbai, India","Cold","It was freezing cold when I visited this place.
I'm not habitual but still the place is amazing.
 You'll not regret visiting."
"1733318383-423","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or520-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 July 2016","Faridabad, India","A great location especially in the evening","It is a great place to visit especially in the evening as there are a lot of tourists and tourist attractions like horse riding, the famous Church, and so on. You can take a stroll from mall road or lower mall road to reach the Ridge and enjoy the serene environment."
"1733318383-424","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or520-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 July 2016","New Delhi, India","A memorable place","The ridge as a place where memories are created is very good. It is a famous place where many Bollywood movie scenes have been shot.
The place is difficult for the differently abled and lacks basic convenience. The benches provided are not sheltered and on a rainy day like the day we went up there, it was not possible to sit on this benches."
"1733318383-425","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or520-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 July 2016","Punjab, India","great place","can never miss a walk here no matter what the weather..whenever we come to this part of himachal..one can spend hours just gazing at the ridge , passer byes, small kids, softy vendors, horse riders...."
"1733318383-426","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or520-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 25 July 2016","Kolkata (Calcutta), India","The Ridge Shimla","Superb place to be during the evening time and the best place to catch the glimpse of some outstanding views."
"1733318383-427","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or520-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 25 July 2016","Agra, India","Very old and charming Ridge Road","Amazing to be there every time whether you are with friends or family. Very refreshing, nostalgic, reminds of childhood activities."
"1733318383-428","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or520-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 23 July 2016","112 contributions","Amazing Place","The Ridge is the best place for walk around through out the day especially in the evening. Softy and variety of  snacks available. The lakad bazar is next to ridge. Horse ride also available for jakhu temple."
"1733318383-429","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or520-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 23 July 2016","chennai","Great view","Well maintained place and a view is superb. Nice place to spend time and relax. Be there early morning and be there late night. It is maintained spic and span and its a litter free zone!!!!"
"1733318392-430","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or510-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 8 August 2016","New Delhi, India","Heart of the Capital city","One of the best place in the Shimla. Best time to visit is morning and evening time. Indian flag, take ride of horse in the ridge, photoshot in Himachal traditional dress, try different food, Church and Beautiful people around allover. Never stoping place. I was reach there by walking way from old bus stand around street pathway. It's beautiful path with different shop, restaurant and people's walking for there destination."
"1733318392-431","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or510-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 6 August 2016","Parwanoo, India","Telescopic View Of Nature","I visit Shimla very often, in a month or two at least once i visit there to meet my friends or relatives. The Ridge is the only place i never ever forget to visit. This is the place where the nature can motivates you to think more about your goals, really this is the place where i visit to get my own self esteem to that required instant. Love It :)"
"1733318392-432","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or510-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 August 2016","52 contributions","Ridge Review !","We stayed very close to it.. reaching here by walk is bit tough.. but once reached you will forget all that... nice place for very good time pass, view, walk, and enjoy.. early morning walk here was worth !"
"1733318392-433","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or510-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 August 2016","Toronto, Canada","The most coveted place in Shimla after Mall Road","Having witnessed shootings for many movies, this place is always crowded with tourists. You will find plenty of photographers clicking honeymooners. During our stay for 3 days, we visited here 3 times, that means everyday."
"1733318392-434","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or510-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 August 2016","10 contributions","Peering point","Meeting point and an important place in whole of Shimla.  The place for young and old alike. Lots of place to take a view of Shimla city.  Good place."
"1733318392-435","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or510-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 August 2016","10 contributions","good place to have walk","Visted here during visit to shimla. Lots of space near by this attraction where you can walk with family and friends. this is one of the main attraction in shimla city."
"1733318392-436","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or510-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 August 2016","New Delhi, India","Very filmy setup","You would have guessed this place from a numerous Bollywood films that were shot here. Well such is the powerful image of this place that you are bound to take it with you in your thoughts. The culturally-important and historically-apt place has quite a story to tell. The clock tower is more than just a landmark. The Gandhian statue, the snow cone sellers, the strategically placed seating and open arm view will sure take you away to a journey in past. Do enjoy the great helicopter view from above the Gandhian statue. If you have time, the place also conducts some Himachali cultural programs that may amaze you. Vibrancy comes to life, here. Wake up!"
"1733318392-437","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or510-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 31 July 2016","Mumbai, India","From an era long-forgotten","Lots of tourists throng this place as it is one of the spots in the walks conducted near The Mall amongst the Lodge, the Jakhu Temple and others. Photography enthusiasts can have a good times the spot offers many photo-ops"
"1733318392-438","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or510-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 July 2016","Belthangady, India","Great place","The Ridge along with mall road is the main attraction of Shimla city. Always buzzling with people especially during the evening times."
"1733318392-439","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or510-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 July 2016","Bengaluru, India","Good View","Awesome view from the Ridge. Best time is the evening to view the Ridge. Except the scenic view, there were nothing much to do. However, an evening walk at the ridge is wonderful."
"1733318400-440","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or500-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 August 2016","Chandigarh","Good place to visit but not if crowded","This is the heart of Shimla. It is enjoyable in good weather and if it is not crowded with visitors. Hence it is not a good idea to go on a weekend in summers."
"1733318400-441","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or500-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 25 August 2016","Bhopal, India","FANTASTIC VIEWS ESPECIALLY ON A RAINY DAY","The Independence Day weekend was when we visited Shimla and as expected we were on The Ridge immediately after filling our stomachs. It was a rainy day, just prior to the Independence Day and the clouds were nice and low. There was a low mist which gave the place a real surreal feeling. The newly raised national flag at The Ridge was beautifully covered in the mist. As usual we walked all around, had coffee (pathetic) and made our way back to our dwelling. Worth a visit to see the fantastic views on any rainy day."
"1733318400-442","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or500-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 August 2016","New Delhi, India","beautiful place to roam around","just in front of the church its an abundant space ... when we went there it was filled with clouds and tits beautifully lit at night ... was mesmerizing.... also there is hpmc stall selling juices and other dhabas selling maggi and tea/coffee.... best to go at night..."
"1733318400-443","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or500-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 August 2016","Kolkata (Calcutta), India","Excellent Sight seeing","You can visit this place for a beautiful sight seeing. We went in the morning as well as evening. Kids where playing there in the morning and in evening family strolling. No coffee shop or restaurant there but a small snack shop."
"1733318400-444","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or500-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 August 2016","Faridabad, India","a nice place to spend time","Fantastic views ,horse riding for kids and tea coffee outlets nearby.
a must visit for everyone going to Shimla."
"1733318400-445","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or500-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 August 2016","New Delhi, India","Attraction @Shimla","The Ridge, one of the most crowded and attracted place in shimla. Here you can roam around or sit for n numbers of hours easily and enjoy the weather and beauty of shimla. It's near to mall road and easily accessible. Activities like horse riding etc are there to enjoy. Few eatables stall are der too."
"1733318400-446","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or500-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 August 2016","Gurugram (Gurgaon), India","Good view and good crowd . No good resturant","I visited here in the evening and it was fun to be there. Horse riding was there. The view from the ridge was just awesome.

There is only one snack corner ,no good resturant you have to walk down to the mall which is bit hectic. 

For sightseeing its good."
"1733318400-447","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or500-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 August 2016","Mumbai, Maharashtra, India","Good view, go in the evening.","This place is in the Mall road area and you need walk around 1km to reach this location and vehicles are not allowed. Try some momos here. If you have small kid(s), take pram on rent as kids will not be able to walk in the road as it has uphill elevation of about 300 meters."
"1733318400-448","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or500-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 14 August 2016","Ahmedabad, India","Very Good place to see in Shimla","This is on a Mall road and a very historic location. While you are walking on mall road you can visit this place."
"1733318400-449","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or500-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 August 2016","Gurugram (Gurgaon), India","Scenic n beautiful","The busiest n most beautiful road in Shimla leads to Ridge n the destination is much more beautiful than the road. It's such a huge open space which you hardly see in hill stations . It has lot of view points. You can enjoy the beauty of sunset here or just sit on a bench n enjoy ur coffee. Can easily spend an entire day here just admiring the views n having street food :)"
"1733318407-450","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or490-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 September 2016","Mumbai, India","Crowded but Beautiful","The Ridge is the nexus of Shimla, so no wonder it tends to be crowded whenever you visit. But that is a minor discomfort, the sheer beauty of the views makes it worth the time."
"1733318407-451","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or490-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 September 2016","2 contributions","Happy Place","Shimla is the best place to visit to relax your mind. A different kind of happiness is what you feel when you see all the people around you at The Ridge. Calm and happy environment surrounds you. Mus visit !! :)"
"1733318407-452","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or490-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 September 2016","Gurgaon","Most happening Place of Shimal","This is a vibrant place in the morning. There are people doing yoga in one corner. Boys and youngsters are playing cricket in the centre. Some are running, some are trying their hands on kickboxing while some are sitting on the sidelines and enjoying the whole show. This is the most amazing place in Shimla."
"1733318407-453","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or490-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 31 August 2016","New Delhi, India","Ridge","The Ridge is the city center....Thankfully vehicles are not allowed here....pedestrians can walk around and enjoy the hills.."
"1733318407-454","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or490-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 31 August 2016","Amritsar, India","A place to hangout","Just an open area where one can go with family and friends to have some good time. You can talk, eat and relax."
"1733318407-455","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or490-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 August 2016","New Delhi, India","No visit to Shimla completes w/o visiting Ridge","It is right on the mall road as you move from Scandal point towards Lakkar bazar. During tourist season, you will have live entertainment in the evening and they involve tourist as well.

You can relax, eat while children can enjoy horse riding"
"1733318407-456","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or490-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 August 2016","12 contributions","Normal chill out place","Nothing to do here other then clicking photos and watching girls .so go spend time there watching girls and views .in evening they play music thats also not so good but visit once"
"1733318407-457","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or490-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 August 2016","Kolkata (Calcutta), India","Heart of Shimla","It is the heart of Shimla . the main area for all social events and political events.gets very crowded ."
"1733318407-458","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or490-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 August 2016","London, UK","Must see- definitely go into Getty Theatre","Perfect for people watching, mixing with the local crow and humbly taking in the Himalayas in the distance. Lovely place. The Getty Theatre is a must see (no separate entry on Trip Advisor ?!?) time has stopped here - it brings to life the world of Kipling and his contemporaries."
"1733318407-459","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or490-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 August 2016","New Delhi, National Capital Territory of Delhi, India","Big open area","Ita big open are connecting the mall road & Lakkar bazar . Its a social events hub . Kids can have a good time as horse ride ,garden and other options available"
"1733318418-460","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or480-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 September 2016","Mumbai, India","The Ridge","Its the best place to hang around in Shimla , very cleanly maintained and the atmosphere is superb. The Christ Church and the Mall road below ... the Ridge acts as the guardian of this beautiful Hill Station."
"1733318418-461","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or480-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 September 2016","India","Best place to spend time in Shimla","The Ridge is the best place in Shimla. Its walking from mall road and could be visited any time of the day. This place is very calm. clean and makes you happy. The beautiful views and environment makes it a must visit in Shimla."
"1733318418-462","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or480-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 September 2016","North Wales - UK","A town square on the just off the shopping area","In effect its a town square, between the shopping area. Plenty of places to sit and people watch. On a clear day there may be some good views. Its pretty clean, as its a traffic/spitting/smoke/rubbish free zone"
"1733318418-463","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or480-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 September 2016","61 contributions","Vibrant place","The ridge is the most vibrant place in Shimla. There is always some kind of action going on the ridge. In the morning, you can spot people doing yoga in one corner, kids and youngsters playing cricket in the centre and people sitting on the sidelines enjoying the whole action. Great place to spend your mornings.
Ridge is flat area in heart of Shimla ... Where you can sit, walk and adore the scenic beauty of Shimla. Small pint rides and awesome momos with white cream at chilled temperature is an unforgettable experience."
